benchmark,smt,event,duration,result
FASTJSON-39_1,smt-8,solve,1,UNSAT
FASTJSON-39_1,smt-8,update,0,
FASTJSON-39_1,smt-19,check,0,false
FASTJSON-39_1,smt-19,solve,344,SAT
FASTJSON-39_1,smt-33,check,0,false
FASTJSON-39_1,smt-33,solve,1874,SAT
FASTJSON-39_1,smt-35,check,0,false
FASTJSON-39_1,smt-35,solve,19,UNSAT
FASTJSON-39_1,smt-35,update,0,
FASTJSON-39_1,smt-28,check,0,false
FASTJSON-39_1,smt-28,solve,376,SAT
FASTJSON-39_1,smt-34,check,0,false
FASTJSON-39_1,smt-34,solve,2,SAT
FASTJSON-39_1,smt-11,check,0,false
FASTJSON-39_1,smt-11,solve,338,SAT
FASTJSON-39_1,smt-16,check,0,false
FASTJSON-39_1,smt-16,solve,1,SAT
FASTJSON-39_1,smt-9,check,0,false
FASTJSON-39_1,smt-9,solve,347,SAT
FASTJSON-39_1,smt-12,check,0,false
FASTJSON-39_1,smt-12,solve,1,SAT
FASTJSON-39_1,smt-22,check,0,false
FASTJSON-39_1,smt-22,solve,342,SAT
FASTJSON-39_1,smt-41,check,0,false
FASTJSON-39_1,smt-41,solve,357,SAT
FASTJSON-39_1,smt-6,check,0,false
FASTJSON-39_1,smt-6,solve,1,SAT
FASTJSON-39_1,smt-29,check,0,false
FASTJSON-39_1,smt-29,solve,360,SAT
FASTJSON-39_1,smt-5,check,0,false
FASTJSON-39_1,smt-5,solve,3823,SAT
FASTJSON-39_1,smt-15,check,0,false
FASTJSON-39_1,smt-15,solve,304,SAT
FASTJSON-39_1,smt-14,check,0,false
FASTJSON-39_1,smt-14,solve,1,SAT
FASTJSON-39_1,smt-23,check,0,false
FASTJSON-39_1,smt-23,solve,115,SAT
FASTJSON-17_1,smt-1,check,0,false
FASTJSON-17_1,smt-1,solve,1,SAT
FASTJSON-17_1,smt-7,check,0,false
FASTJSON-17_1,smt-7,solve,4,SAT
FASTJSON-17_1,smt-4,check,0,false
FASTJSON-17_1,smt-4,solve,1,SAT
FASTJSON-17_1,smt-3,check,0,false
FASTJSON-17_1,smt-3,solve,1,SAT
FASTJSON-17_1,smt-2,check,0,false
FASTJSON-17_1,smt-2,solve,1,SAT
FASTJSON-17_1,smt-8,check,0,false
FASTJSON-17_1,smt-8,solve,1,UNSAT
FASTJSON-17_1,smt-8,update,0,
FASTJSON-17_1,smt-6,check,0,false
FASTJSON-17_1,smt-6,solve,4,SAT
FASTJSON-17_1,smt-5,check,0,false
FASTJSON-17_1,smt-5,solve,2,UNSAT
FASTJSON-17_1,smt-5,update,0,
SPOON-163_1,smt-1,check,0,false
SPOON-163_1,smt-1,solve,1,SAT
SPOON-163_1,smt-7,check,0,false
SPOON-163_1,smt-7,solve,1,SAT
SPOON-163_1,smt-27,check,0,false
SPOON-163_1,smt-27,solve,492,SAT
SPOON-163_1,smt-18,check,0,false
SPOON-163_1,smt-18,solve,2,UNSAT
SPOON-163_1,smt-18,update,0,
SPOON-163_1,smt-4,check,0,false
SPOON-163_1,smt-4,solve,1,SAT
SPOON-163_1,smt-24,check,0,false
SPOON-163_1,smt-24,solve,2,SAT
SPOON-163_1,smt-25,check,0,false
SPOON-163_1,smt-25,solve,5001,UNKNOWN
SPOON-163_1,smt-20,check,0,false
SPOON-163_1,smt-20,solve,1,UNSAT
SPOON-163_1,smt-20,update,0,
SPOON-163_1,smt-3,check,0,false
SPOON-163_1,smt-3,solve,3,SAT
SPOON-163_1,smt-10,check,0,false
SPOON-163_1,smt-10,solve,59,SAT
SPOON-163_1,smt-13,check,0,false
SPOON-163_1,smt-13,solve,1,SAT
SPOON-163_1,smt-17,check,0,false
SPOON-163_1,smt-17,solve,5001,UNKNOWN
SPOON-163_1,smt-21,check,0,false
SPOON-163_1,smt-21,solve,3,SAT
SPOON-163_1,smt-26,check,0,false
SPOON-163_1,smt-26,solve,4343,SAT
SPOON-163_1,smt-2,check,0,false
SPOON-163_1,smt-2,solve,1,SAT
SPOON-163_1,smt-8,check,0,false
SPOON-163_1,smt-8,solve,1,SAT
SPOON-163_1,smt-19,check,0,false
SPOON-163_1,smt-19,solve,5001,UNKNOWN
SPOON-163_1,smt-28,check,0,false
SPOON-163_1,smt-28,solve,5004,UNKNOWN
SPOON-163_1,smt-11,check,0,false
SPOON-163_1,smt-11,solve,1,SAT
SPOON-163_1,smt-16,check,0,false
SPOON-163_1,smt-16,solve,80,UNSAT
SPOON-163_1,smt-16,update,0,
SPOON-163_1,smt-9,check,0,false
SPOON-163_1,smt-9,solve,204,SAT
SPOON-163_1,smt-12,check,0,false
SPOON-163_1,smt-12,solve,2,SAT
SPOON-163_1,smt-22,check,0,false
SPOON-163_1,smt-22,solve,3,SAT
SPOON-163_1,smt-6,check,0,false
SPOON-163_1,smt-6,solve,1,SAT
SPOON-163_1,smt-5,check,0,false
SPOON-163_1,smt-5,solve,220,SAT
SPOON-163_1,smt-15,check,0,false
SPOON-163_1,smt-15,solve,3,SAT
SPOON-163_1,smt-14,check,0,false
SPOON-163_1,smt-14,solve,2,SAT
SPOON-163_1,smt-23,check,0,false
SPOON-163_1,smt-23,solve,393,SAT
SPOON-151_1,smt-1121,check,0,false
SPOON-151_1,smt-1121,solve,942,UNSAT
SPOON-151_1,smt-1121,update,0,
SPOON-151_1,smt-57,check,0,false
SPOON-151_1,smt-57,solve,15,UNSAT
SPOON-151_1,smt-57,update,0,
SPOON-151_1,smt-804,check,0,false
SPOON-151_1,smt-804,solve,47,UNSAT
SPOON-151_1,smt-804,update,0,
SPOON-151_1,smt-931,check,0,false
SPOON-151_1,smt-931,solve,33,UNSAT
SPOON-151_1,smt-931,update,0,
SPOON-151_1,smt-311,check,0,false
SPOON-151_1,smt-311,solve,38,UNSAT
SPOON-151_1,smt-311,update,0,
SPOON-151_1,smt-173,check,0,false
SPOON-151_1,smt-173,solve,35,UNSAT
SPOON-151_1,smt-173,update,0,
SPOON-151_1,smt-887,check,0,false
SPOON-151_1,smt-887,solve,17,UNSAT
SPOON-151_1,smt-887,update,0,
SPOON-151_1,smt-825,check,0,false
SPOON-151_1,smt-825,solve,29,UNSAT
SPOON-151_1,smt-825,update,0,
SPOON-151_1,smt-225,check,0,false
SPOON-151_1,smt-225,solve,12,UNSAT
SPOON-151_1,smt-225,update,0,
SPOON-151_1,smt-795,check,0,false
SPOON-151_1,smt-795,solve,107,UNSAT
SPOON-151_1,smt-795,update,0,
SPOON-151_1,smt-1173,check,0,false
SPOON-151_1,smt-1173,solve,59,UNSAT
SPOON-151_1,smt-1173,update,0,
SPOON-151_1,smt-952,check,0,false
SPOON-151_1,smt-952,solve,27,UNSAT
SPOON-151_1,smt-952,update,0,
SPOON-151_1,smt-908,check,0,false
SPOON-151_1,smt-908,solve,26,UNSAT
SPOON-151_1,smt-908,update,0,
SPOON-151_1,smt-227,check,0,false
SPOON-151_1,smt-227,solve,12,UNSAT
SPOON-151_1,smt-227,update,0,
SPOON-151_1,smt-560,check,0,false
SPOON-151_1,smt-560,solve,83,UNSAT
SPOON-151_1,smt-560,update,0,
SPOON-151_1,smt-361,check,0,false
SPOON-151_1,smt-361,solve,12,UNSAT
SPOON-151_1,smt-361,update,0,
SPOON-151_1,smt-730,check,0,false
SPOON-151_1,smt-730,solve,58,UNSAT
SPOON-151_1,smt-730,update,0,
SPOON-151_1,smt-622,check,0,false
SPOON-151_1,smt-622,solve,124,UNSAT
SPOON-151_1,smt-622,update,0,
SPOON-151_1,smt-935,check,0,false
SPOON-151_1,smt-935,solve,42,UNSAT
SPOON-151_1,smt-935,update,0,
SPOON-151_1,smt-271,check,0,false
SPOON-151_1,smt-271,solve,43,UNSAT
SPOON-151_1,smt-271,update,0,
SPOON-151_1,smt-731,check,0,false
SPOON-151_1,smt-731,solve,44,UNSAT
SPOON-151_1,smt-731,update,0,
SPOON-151_1,smt-1081,check,0,false
SPOON-151_1,smt-1081,solve,117,UNSAT
SPOON-151_1,smt-1081,update,0,
SPOON-151_1,smt-1001,check,0,false
SPOON-151_1,smt-1001,solve,39,UNSAT
SPOON-151_1,smt-1001,update,0,
SPOON-151_1,smt-517,check,0,false
SPOON-151_1,smt-517,solve,324,SAT
SPOON-151_1,smt-997,check,0,false
SPOON-151_1,smt-997,solve,60,UNSAT
SPOON-151_1,smt-997,update,0,
SPOON-151_1,smt-900,check,0,false
SPOON-151_1,smt-900,solve,88,UNSAT
SPOON-151_1,smt-900,update,0,
SPOON-151_1,smt-1036,check,0,false
SPOON-151_1,smt-1036,solve,16,UNSAT
SPOON-151_1,smt-1036,update,0,
SPOON-151_1,smt-362,check,0,false
SPOON-151_1,smt-362,solve,33,UNSAT
SPOON-151_1,smt-362,update,0,
SPOON-151_1,smt-394,check,0,false
SPOON-151_1,smt-394,solve,35,UNSAT
SPOON-151_1,smt-394,update,0,
SPOON-151_1,smt-1086,check,0,false
SPOON-151_1,smt-1086,solve,20,UNSAT
SPOON-151_1,smt-1086,update,0,
SPOON-151_1,smt-1008,check,0,false
SPOON-151_1,smt-1008,solve,57,UNSAT
SPOON-151_1,smt-1008,update,0,
SPOON-151_1,smt-90,check,0,false
SPOON-151_1,smt-90,solve,16,UNSAT
SPOON-151_1,smt-90,update,0,
SPOON-151_1,smt-769,check,0,false
SPOON-151_1,smt-769,solve,63,UNSAT
SPOON-151_1,smt-769,update,0,
SPOON-151_1,smt-220,check,0,false
SPOON-151_1,smt-220,solve,43,UNSAT
SPOON-151_1,smt-220,update,0,
SPOON-151_1,smt-500,check,0,false
SPOON-151_1,smt-500,solve,17,UNSAT
SPOON-151_1,smt-500,update,0,
SPOON-151_1,smt-305,check,0,false
SPOON-151_1,smt-305,solve,28,UNSAT
SPOON-151_1,smt-305,update,0,
SPOON-151_1,smt-745,check,0,false
SPOON-151_1,smt-745,solve,60,UNSAT
SPOON-151_1,smt-745,update,0,
SPOON-151_1,smt-586,check,0,false
SPOON-151_1,smt-586,solve,52,UNSAT
SPOON-151_1,smt-586,update,0,
SPOON-151_1,smt-1148,check,0,false
SPOON-151_1,smt-1148,solve,225,SAT
SPOON-151_1,smt-191,check,0,false
SPOON-151_1,smt-191,solve,42,UNSAT
SPOON-151_1,smt-191,update,0,
SPOON-151_1,smt-713,check,0,false
SPOON-151_1,smt-713,solve,79,UNSAT
SPOON-151_1,smt-713,update,0,
SPOON-151_1,smt-499,check,0,false
SPOON-151_1,smt-499,solve,40,UNSAT
SPOON-151_1,smt-499,update,0,
SPOON-151_1,smt-1048,check,0,false
SPOON-151_1,smt-1048,solve,354,SAT
SPOON-151_1,smt-1007,check,0,false
SPOON-151_1,smt-1007,solve,34,UNSAT
SPOON-151_1,smt-1007,update,0,
SPOON-151_1,smt-1111,check,0,false
SPOON-151_1,smt-1111,solve,42,UNSAT
SPOON-151_1,smt-1111,update,0,
SPOON-151_1,smt-37,check,0,false
SPOON-151_1,smt-37,solve,85,SAT
SPOON-151_1,smt-856,check,0,false
SPOON-151_1,smt-856,solve,124,UNSAT
SPOON-151_1,smt-856,update,0,
SPOON-151_1,smt-696,check,0,false
SPOON-151_1,smt-696,solve,22,UNSAT
SPOON-151_1,smt-696,update,0,
SPOON-151_1,smt-1123,check,0,false
SPOON-151_1,smt-1123,solve,36,UNSAT
SPOON-151_1,smt-1123,update,0,
SPOON-151_1,smt-1,check,0,false
SPOON-151_1,smt-1,solve,2,SAT
SPOON-151_1,smt-650,check,0,false
SPOON-151_1,smt-650,solve,37,UNSAT
SPOON-151_1,smt-650,update,0,
SPOON-151_1,smt-1033,check,0,false
SPOON-151_1,smt-1033,solve,14,UNSAT
SPOON-151_1,smt-1033,update,0,
SPOON-151_1,smt-142,check,0,false
SPOON-151_1,smt-142,solve,25,UNSAT
SPOON-151_1,smt-142,update,0,
SPOON-151_1,smt-765,check,0,false
SPOON-151_1,smt-765,solve,36,UNSAT
SPOON-151_1,smt-765,update,0,
SPOON-151_1,smt-162,check,0,false
SPOON-151_1,smt-162,solve,17,UNSAT
SPOON-151_1,smt-162,update,0,
SPOON-151_1,smt-474,check,0,false
SPOON-151_1,smt-474,solve,81,UNSAT
SPOON-151_1,smt-474,update,0,
SPOON-151_1,smt-87,check,0,false
SPOON-151_1,smt-87,solve,25,UNSAT
SPOON-151_1,smt-87,update,0,
SPOON-151_1,smt-909,check,0,false
SPOON-151_1,smt-909,solve,16,UNSAT
SPOON-151_1,smt-909,update,0,
SPOON-151_1,smt-1127,check,0,false
SPOON-151_1,smt-1127,solve,38,UNSAT
SPOON-151_1,smt-1127,update,0,
SPOON-151_1,smt-386,check,0,false
SPOON-151_1,smt-386,solve,30,UNSAT
SPOON-151_1,smt-386,update,0,
SPOON-151_1,smt-1058,check,0,false
SPOON-151_1,smt-1058,solve,29,UNSAT
SPOON-151_1,smt-1058,update,0,
SPOON-151_1,smt-708,check,0,false
SPOON-151_1,smt-708,solve,232,SAT
SPOON-151_1,smt-1043,check,0,false
SPOON-151_1,smt-1043,solve,52,UNSAT
SPOON-151_1,smt-1043,update,0,
SPOON-151_1,smt-609,check,0,false
SPOON-151_1,smt-609,solve,86,UNSAT
SPOON-151_1,smt-609,update,0,
SPOON-151_1,smt-1177,check,0,false
SPOON-151_1,smt-1177,solve,19,UNSAT
SPOON-151_1,smt-1177,update,0,
SPOON-151_1,smt-956,check,0,false
SPOON-151_1,smt-956,solve,101,UNSAT
SPOON-151_1,smt-956,update,0,
SPOON-151_1,smt-872,check,0,false
SPOON-151_1,smt-872,solve,754,SAT
SPOON-151_1,smt-533,check,0,false
SPOON-151_1,smt-533,solve,50,UNSAT
SPOON-151_1,smt-533,update,0,
SPOON-151_1,smt-412,check,0,false
SPOON-151_1,smt-412,solve,342,SAT
SPOON-151_1,smt-581,check,0,false
SPOON-151_1,smt-581,solve,152,SAT
SPOON-151_1,smt-158,check,0,false
SPOON-151_1,smt-158,solve,52,UNSAT
SPOON-151_1,smt-158,update,0,
SPOON-151_1,smt-392,check,0,false
SPOON-151_1,smt-392,solve,15,UNSAT
SPOON-151_1,smt-392,update,0,
SPOON-151_1,smt-264,check,0,false
SPOON-151_1,smt-264,solve,28,UNSAT
SPOON-151_1,smt-264,update,0,
SPOON-151_1,smt-508,check,0,false
SPOON-151_1,smt-508,solve,66,UNSAT
SPOON-151_1,smt-508,update,0,
SPOON-151_1,smt-237,check,0,false
SPOON-151_1,smt-237,solve,15,UNSAT
SPOON-151_1,smt-237,update,0,
SPOON-151_1,smt-282,check,0,false
SPOON-151_1,smt-282,solve,15,UNSAT
SPOON-151_1,smt-282,update,0,
SPOON-151_1,smt-325,check,0,false
SPOON-151_1,smt-325,solve,118,SAT
SPOON-151_1,smt-489,check,0,false
SPOON-151_1,smt-489,solve,91,UNSAT
SPOON-151_1,smt-489,update,0,
SPOON-151_1,smt-1140,check,0,false
SPOON-151_1,smt-1140,solve,47,UNSAT
SPOON-151_1,smt-1140,update,0,
SPOON-151_1,smt-648,check,0,false
SPOON-151_1,smt-648,solve,52,UNSAT
SPOON-151_1,smt-648,update,0,
SPOON-151_1,smt-323,check,0,false
SPOON-151_1,smt-323,solve,38,UNSAT
SPOON-151_1,smt-323,update,0,
SPOON-151_1,smt-266,check,0,false
SPOON-151_1,smt-266,solve,34,UNSAT
SPOON-151_1,smt-266,update,0,
SPOON-151_1,smt-395,check,0,false
SPOON-151_1,smt-395,solve,60,UNSAT
SPOON-151_1,smt-395,update,0,
SPOON-151_1,smt-976,check,0,false
SPOON-151_1,smt-976,solve,36,UNSAT
SPOON-151_1,smt-976,update,0,
SPOON-151_1,smt-979,check,0,false
SPOON-151_1,smt-979,solve,38,UNSAT
SPOON-151_1,smt-979,update,0,
SPOON-151_1,smt-562,check,0,false
SPOON-151_1,smt-562,solve,41,UNSAT
SPOON-151_1,smt-562,update,0,
SPOON-151_1,smt-270,check,0,false
SPOON-151_1,smt-270,solve,25,UNSAT
SPOON-151_1,smt-270,update,0,
SPOON-151_1,smt-891,check,0,false
SPOON-151_1,smt-891,solve,56,UNSAT
SPOON-151_1,smt-891,update,0,
SPOON-151_1,smt-801,check,0,false
SPOON-151_1,smt-801,solve,50,UNSAT
SPOON-151_1,smt-801,update,0,
SPOON-151_1,smt-591,check,0,false
SPOON-151_1,smt-591,solve,52,UNSAT
SPOON-151_1,smt-591,update,0,
SPOON-151_1,smt-31,check,0,false
SPOON-151_1,smt-31,solve,30,UNSAT
SPOON-151_1,smt-31,update,0,
SPOON-151_1,smt-89,check,0,false
SPOON-151_1,smt-89,solve,15,UNSAT
SPOON-151_1,smt-89,update,0,
SPOON-151_1,smt-944,check,0,false
SPOON-151_1,smt-944,solve,17,UNSAT
SPOON-151_1,smt-944,update,0,
SPOON-151_1,smt-597,check,0,false
SPOON-151_1,smt-597,solve,9,UNSAT
SPOON-151_1,smt-597,update,0,
SPOON-151_1,smt-53,check,0,false
SPOON-151_1,smt-53,solve,52,SAT
SPOON-151_1,smt-675,check,0,false
SPOON-151_1,smt-675,solve,34,UNSAT
SPOON-151_1,smt-675,update,0,
SPOON-151_1,smt-845,check,0,false
SPOON-151_1,smt-845,solve,20,UNSAT
SPOON-151_1,smt-845,update,0,
SPOON-151_1,smt-719,check,0,false
SPOON-151_1,smt-719,solve,19,UNSAT
SPOON-151_1,smt-719,update,0,
SPOON-151_1,smt-607,check,0,false
SPOON-151_1,smt-607,solve,17,UNSAT
SPOON-151_1,smt-607,update,0,
SPOON-151_1,smt-557,check,0,false
SPOON-151_1,smt-557,solve,38,UNSAT
SPOON-151_1,smt-557,update,0,
SPOON-151_1,smt-939,check,0,false
SPOON-151_1,smt-939,solve,32,UNSAT
SPOON-151_1,smt-939,update,0,
SPOON-151_1,smt-961,check,0,false
SPOON-151_1,smt-961,solve,19,UNSAT
SPOON-151_1,smt-961,update,0,
SPOON-151_1,smt-7,check,0,false
SPOON-151_1,smt-7,solve,9,SAT
SPOON-151_1,smt-938,check,0,false
SPOON-151_1,smt-938,solve,83,UNSAT
SPOON-151_1,smt-938,update,0,
SPOON-151_1,smt-526,check,0,false
SPOON-151_1,smt-526,solve,95,UNSAT
SPOON-151_1,smt-526,update,0,
SPOON-151_1,smt-973,check,0,false
SPOON-151_1,smt-973,solve,50,UNSAT
SPOON-151_1,smt-973,update,0,
SPOON-151_1,smt-880,check,0,false
SPOON-151_1,smt-880,solve,166,SAT
SPOON-151_1,smt-892,check,0,false
SPOON-151_1,smt-892,solve,49,UNSAT
SPOON-151_1,smt-892,update,0,
SPOON-151_1,smt-1073,check,0,false
SPOON-151_1,smt-1073,solve,45,UNSAT
SPOON-151_1,smt-1073,update,0,
SPOON-151_1,smt-379,check,0,false
SPOON-151_1,smt-379,solve,188,SAT
SPOON-151_1,smt-202,check,0,false
SPOON-151_1,smt-202,solve,47,UNSAT
SPOON-151_1,smt-202,update,0,
SPOON-151_1,smt-27,check,0,false
SPOON-151_1,smt-27,solve,30,UNSAT
SPOON-151_1,smt-27,update,0,
SPOON-151_1,smt-312,check,0,false
SPOON-151_1,smt-312,solve,40,UNSAT
SPOON-151_1,smt-312,update,0,
SPOON-151_1,smt-488,check,0,false
SPOON-151_1,smt-488,solve,25,UNSAT
SPOON-151_1,smt-488,update,0,
SPOON-151_1,smt-590,check,0,false
SPOON-151_1,smt-590,solve,57,UNSAT
SPOON-151_1,smt-590,update,0,
SPOON-151_1,smt-1143,check,0,false
SPOON-151_1,smt-1143,solve,54,UNSAT
SPOON-151_1,smt-1143,update,0,
SPOON-151_1,smt-281,check,0,false
SPOON-151_1,smt-281,solve,32,UNSAT
SPOON-151_1,smt-281,update,0,
SPOON-151_1,smt-1042,check,0,false
SPOON-151_1,smt-1042,solve,36,UNSAT
SPOON-151_1,smt-1042,update,0,
SPOON-151_1,smt-464,check,0,false
SPOON-151_1,smt-464,solve,46,UNSAT
SPOON-151_1,smt-464,update,0,
SPOON-151_1,smt-75,check,0,false
SPOON-151_1,smt-75,solve,31,UNSAT
SPOON-151_1,smt-75,update,0,
SPOON-151_1,smt-1154,check,0,false
SPOON-151_1,smt-1154,solve,455,SAT
SPOON-151_1,smt-693,check,0,false
SPOON-151_1,smt-693,solve,227,SAT
SPOON-151_1,smt-1169,check,0,false
SPOON-151_1,smt-1169,solve,86,UNSAT
SPOON-151_1,smt-1169,update,0,
SPOON-151_1,smt-1014,check,0,false
SPOON-151_1,smt-1014,solve,272,SAT
SPOON-151_1,smt-810,check,0,false
SPOON-151_1,smt-810,solve,85,UNSAT
SPOON-151_1,smt-810,update,0,
SPOON-151_1,smt-1144,check,0,false
SPOON-151_1,smt-1144,solve,19,UNSAT
SPOON-151_1,smt-1144,update,0,
SPOON-151_1,smt-67,check,0,false
SPOON-151_1,smt-67,solve,331,SAT
SPOON-151_1,smt-411,check,0,false
SPOON-151_1,smt-411,solve,33,UNSAT
SPOON-151_1,smt-411,update,0,
SPOON-151_1,smt-1151,check,0,false
SPOON-151_1,smt-1151,solve,48,UNSAT
SPOON-151_1,smt-1151,update,0,
SPOON-151_1,smt-280,check,0,false
SPOON-151_1,smt-280,solve,205,SAT
SPOON-151_1,smt-936,check,0,false
SPOON-151_1,smt-936,solve,22,UNSAT
SPOON-151_1,smt-936,update,0,
SPOON-151_1,smt-147,check,0,false
SPOON-151_1,smt-147,solve,10,UNSAT
SPOON-151_1,smt-147,update,0,
SPOON-151_1,smt-776,check,0,false
SPOON-151_1,smt-776,solve,90,UNSAT
SPOON-151_1,smt-776,update,0,
SPOON-151_1,smt-1119,check,0,false
SPOON-151_1,smt-1119,solve,15,UNSAT
SPOON-151_1,smt-1119,update,0,
SPOON-151_1,smt-88,check,0,false
SPOON-151_1,smt-88,solve,22,UNSAT
SPOON-151_1,smt-88,update,0,
SPOON-151_1,smt-620,check,0,false
SPOON-151_1,smt-620,solve,81,UNSAT
SPOON-151_1,smt-620,update,0,
SPOON-151_1,smt-1108,check,0,false
SPOON-151_1,smt-1108,solve,48,UNSAT
SPOON-151_1,smt-1108,update,0,
SPOON-151_1,smt-830,check,0,false
SPOON-151_1,smt-830,solve,105,UNSAT
SPOON-151_1,smt-830,update,0,
SPOON-151_1,smt-297,check,0,false
SPOON-151_1,smt-297,solve,37,UNSAT
SPOON-151_1,smt-297,update,0,
SPOON-151_1,smt-167,check,0,false
SPOON-151_1,smt-167,solve,122,SAT
SPOON-151_1,smt-1077,check,0,false
SPOON-151_1,smt-1077,solve,42,UNSAT
SPOON-151_1,smt-1077,update,0,
SPOON-151_1,smt-789,check,0,false
SPOON-151_1,smt-789,solve,59,UNSAT
SPOON-151_1,smt-789,update,0,
SPOON-151_1,smt-932,check,0,false
SPOON-151_1,smt-932,solve,82,UNSAT
SPOON-151_1,smt-932,update,0,
SPOON-151_1,smt-482,check,0,false
SPOON-151_1,smt-482,solve,82,UNSAT
SPOON-151_1,smt-482,update,0,
SPOON-151_1,smt-333,check,0,false
SPOON-151_1,smt-333,solve,11,UNSAT
SPOON-151_1,smt-333,update,0,
SPOON-151_1,smt-736,check,0,false
SPOON-151_1,smt-736,solve,22,UNSAT
SPOON-151_1,smt-736,update,0,
SPOON-151_1,smt-287,check,0,false
SPOON-151_1,smt-287,solve,16,UNSAT
SPOON-151_1,smt-287,update,0,
SPOON-151_1,smt-326,check,0,false
SPOON-151_1,smt-326,solve,37,UNSAT
SPOON-151_1,smt-326,update,0,
SPOON-151_1,smt-794,check,0,false
SPOON-151_1,smt-794,solve,61,UNSAT
SPOON-151_1,smt-794,update,0,
SPOON-151_1,smt-567,check,0,false
SPOON-151_1,smt-567,solve,67,UNSAT
SPOON-151_1,smt-567,update,0,
SPOON-151_1,smt-837,check,0,false
SPOON-151_1,smt-837,solve,40,UNSAT
SPOON-151_1,smt-837,update,0,
SPOON-151_1,smt-701,check,0,false
SPOON-151_1,smt-701,solve,49,UNSAT
SPOON-151_1,smt-701,update,0,
SPOON-151_1,smt-150,check,0,false
SPOON-151_1,smt-150,solve,34,UNSAT
SPOON-151_1,smt-150,update,0,
SPOON-151_1,smt-250,check,0,false
SPOON-151_1,smt-250,solve,42,UNSAT
SPOON-151_1,smt-250,update,0,
SPOON-151_1,smt-937,check,0,false
SPOON-151_1,smt-937,solve,56,UNSAT
SPOON-151_1,smt-937,update,0,
SPOON-151_1,smt-48,check,0,false
SPOON-151_1,smt-48,solve,10,UNSAT
SPOON-151_1,smt-48,update,0,
SPOON-151_1,smt-894,check,0,false
SPOON-151_1,smt-894,solve,38,UNSAT
SPOON-151_1,smt-894,update,0,
SPOON-151_1,smt-1186,check,0,false
SPOON-151_1,smt-1186,solve,70,UNSAT
SPOON-151_1,smt-1186,update,0,
SPOON-151_1,smt-764,check,0,false
SPOON-151_1,smt-764,solve,95,UNSAT
SPOON-151_1,smt-764,update,0,
SPOON-151_1,smt-1128,check,0,false
SPOON-151_1,smt-1128,solve,83,UNSAT
SPOON-151_1,smt-1128,update,0,
SPOON-151_1,smt-18,check,0,false
SPOON-151_1,smt-18,solve,29,UNSAT
SPOON-151_1,smt-18,update,0,
SPOON-151_1,smt-1055,check,0,false
SPOON-151_1,smt-1055,solve,389,SAT
SPOON-151_1,smt-669,check,0,false
SPOON-151_1,smt-669,solve,84,UNSAT
SPOON-151_1,smt-669,update,0,
SPOON-151_1,smt-595,check,0,false
SPOON-151_1,smt-595,solve,14,UNSAT
SPOON-151_1,smt-595,update,0,
